gate,svd_dim,model,sensor,sensor_family__previous,n_cal__previous,alpha__previous,order_statistic_rank__previous,threshold__previous,null_median__previous,null_max__previous,rule__previous,sensor_family__corrected,n_cal__corrected,alpha__corrected,order_statistic_rank__corrected,threshold__corrected,null_median__corrected,null_max__corrected,rule__corrected,delta
gate3b_ood_tue_fri_portscan,10,svc_rbf,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0158607003784281,0.0041248180593793,0.0314749293980348,fire if value > threshold,joint_outcome,200,0.05,191,0.0158607003784281,0.00412481805937935,0.0314749293980348,fire if value > threshold,0.0
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.25,0.1406249999999956,0.40625,fire if value > threshold,joint_outcome,200,0.05,191,0.25,0.14062499999999561,0.40625,fire if value > threshold,0.0
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0482555681054675,0.0372007665465106,0.0548210338559417,fire if value > threshold,feature,200,0.05,191,0.0477660848625546,0.0362019542827184,0.0556118367666492,fire if value > threshold,-0.000489483242912904
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.25,0.0,0.5,fire if value > threshold,feature,200,0.05,191,0.25,0.0,0.5,fire if value > threshold,0.0
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_label_jsd,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold,0.0
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_label_prior_shift,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold,0.0
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.1119599849839319,0.0,0.1913323783828903,fire if value > threshold,feature,200,0.05,191,0.1119599849839319,0.0,0.1913323783828903,fire if value > threshold,0.0
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_pred_jsd,prediction,200,0.05,191,0.0062541681525028,0.0007682616663145,0.0228678587972146,fire if value > threshold,prediction,200,0.05,191,0.0062541681525028,0.0007682616663145,0.0228678587972146,fire if value > threshold,0.0
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.109375,0.0390625,0.203125,fire if value > threshold,prediction,200,0.05,191,0.109375,0.0390625,0.203125,fire if value > threshold,0.0
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.1175290474017983,0.0846606265044579,0.1373193403930181,fire if value > threshold,prediction,200,0.05,191,0.1163209564544547,0.0830924144600188,0.1368080986517878,fire if value > threshold,-0.0012080909473436013
gate3b_ood_tue_fri_portscan,12,qsvc_zz_r1,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0095324734426748,0.0026983566318723,0.0146468904156467,fire if value > threshold,joint_outcome,200,0.05,191,0.0095324734426748,0.0026983566318723503,0.0146468904156467,fire if value > threshold,0.0
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.2031249999999895,0.0781249999999915,0.2187499999999984,fire if value > threshold,joint_outcome,200,0.05,191,0.2031249999999895,0.0781249999999915,0.2187499999999984,fire if value > threshold,0.0
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0482555680999956,0.0372007665347678,0.0548210338498582,fire if value > threshold,feature,200,0.05,191,0.0477660848625546,0.0362019542827184,0.0556118367666492,fire if value > threshold,-0.0004894832374410032
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.25,0.0,0.5,fire if value > threshold,feature,200,0.05,191,0.25,0.0,0.5,fire if value > threshold,0.0
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_label_jsd,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold,0.0
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_label_prior_shift,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold,0.0
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.109822467898781,0.0,0.1821486352131036,fire if value > threshold,feature,200,0.05,191,0.109822467898781,0.0,0.1821486352131036,fire if value > threshold,0.0
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_pred_jsd,prediction,200,0.05,191,0.0058106140454492,0.0006713879942432,0.0137325780883713,fire if value > threshold,prediction,200,0.05,191,0.0058106140454492,0.0006713879942432,0.0137325780883713,fire if value > threshold,0.0
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.0234375,0.0078125,0.0390625,fire if value > threshold,prediction,200,0.05,191,0.0234375,0.0078125,0.0390625,fire if value > threshold,0.0
gate3b_ood_tue_fri_portscan,12,svc_rbf,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.0775257263959996,0.050949007413827,0.1010737875328936,fire if value > threshold,prediction,200,0.05,191,0.0759635723178679,0.048538182148780654,0.0948043342309041,fire if value > threshold,-0.0015621540781316917
gate3b_ood_tue_fri_portscan,12,svc_rbf,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0129007179982133,0.0040300765272191,0.0187577963649774,fire if value > threshold,joint_outcome,200,0.05,191,0.0129007179982133,0.0040300765272191005,0.0187577963649774,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.21875,0.109375,0.34375,fire if value > threshold,joint_outcome,200,0.05,191,0.21875,0.109375,0.34375,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0478047856263002,0.0373511983366061,0.0559260536138915,fire if value > threshold,feature,200,0.05,191,0.0465685405054954,0.035958354619307104,0.0570518186042687,fire if value > threshold,-0.0012362451208048006
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.125,0.0,0.5,fire if value > threshold,feature,200,0.05,191,0.125,0.0,0.5,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_label_jsd,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_label_prior_shift,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.0580863349393282,0.0,0.1066284252460671,fire if value > threshold,feature,200,0.05,191,0.0580863349393282,0.0,0.1066284252460671,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_pred_jsd,prediction,200,0.05,191,0.005943670225815,0.0011301868806149,0.0100851314398343,fire if value > threshold,prediction,200,0.05,191,0.005943670225815,0.00113018688061495,0.0100851314398343,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.0859375,0.0234375,0.125,fire if value > threshold,prediction,200,0.05,191,0.0859375,0.0234375,0.125,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.1049730665330281,0.0703384510193713,0.126573998644354,fire if value > threshold,prediction,200,0.05,191,0.100965396317908,0.07046535184071709,0.1265739986515782,fire if value > threshold,-0.004007670215120093
gate3c_ood_wed_thu_webattacks,8,qsvc_zz_r1,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0085800030641917,0.0016790858860129,0.0180601266016779,fire if value > threshold,joint_outcome,200,0.05,191,0.0085800030641917,0.0016790858860129,0.0180601266016779,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.2031249999999984,0.0781249999999916,0.2187499999999983,fire if value > threshold,joint_outcome,200,0.05,191,0.2031249999999984,0.0781249999999916,0.2187499999999983,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.047804785625265,0.0373511983359673,0.0559260536111115,fire if value > threshold,feature,200,0.05,191,0.0465685405054954,0.035958354619307104,0.0570518186042687,fire if value > threshold,-0.0012362451197696009
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.125,0.0,0.5,fire if value > threshold,feature,200,0.05,191,0.125,0.0,0.5,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_label_jsd,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_label_prior_shift,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.0529215200874456,0.0,0.105827957151951,fire if value > threshold,feature,200,0.05,191,0.0529215200874456,0.0,0.105827957151951,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_pred_jsd,prediction,200,0.05,191,0.0081922988933004,0.0004010531441243,0.0137325780883713,fire if value > threshold,prediction,200,0.05,191,0.0081922988933004,0.0004010531441243,0.0137325780883713,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.03125,0.0078125,0.046875,fire if value > threshold,prediction,200,0.05,191,0.03125,0.0078125,0.046875,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,8,svc_rbf,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.0742499532908004,0.0384787503667306,0.1103060593706989,fire if value > threshold,prediction,200,0.05,191,0.0732631378406206,0.03667439486878205,0.0975547664331043,fire if value > threshold,-0.0009868154501797982
gate3c_ood_wed_thu_webattacks,8,svc_rbf,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.010640147197807,0.0028629733832339,0.0158398806226344,fire if value > threshold,joint_outcome,200,0.05,191,0.010640147197807,0.0028629733832339,0.0158398806226344,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.234375,0.109375,0.296875,fire if value > threshold,joint_outcome,200,0.05,191,0.234375,0.109375,0.296875,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0527575812587624,0.0399477939910485,0.0628648798824235,fire if value > threshold,feature,200,0.05,191,0.0516963353280648,0.0389398590426568,0.06039419946821,fire if value > threshold,-0.0010612459306975977
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.1,0.0,0.5,fire if value > threshold,feature,200,0.05,191,0.1,0.0,0.5,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_label_jsd,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_label_prior_shift,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.0499195377402973,0.0,0.1058911607176572,fire if value > threshold,feature,200,0.05,191,0.0499195377402973,0.0,0.1058911607176572,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_pred_jsd,prediction,200,0.05,191,0.0053995737429091,0.0005558743000637,0.0081055904487501,fire if value > threshold,prediction,200,0.05,191,0.0053995737429091,0.0005558743000637,0.0081055904487501,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.078125,0.0234375,0.09375,fire if value > threshold,prediction,200,0.05,191,0.078125,0.0234375,0.09375,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.1214921018986366,0.0766448018420323,0.157825879687324,fire if value > threshold,prediction,200,0.05,191,0.1195750242297111,0.0763638393727831,0.1545693811777214,fire if value > threshold,-0.0019170776689255015
gate3c_ood_wed_thu_webattacks,10,qsvc_zz_r1,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0082634570131917,0.0015717627350926,0.0156134702738051,fire if value > threshold,joint_outcome,200,0.05,191,0.0082634570131917,0.0015717627350926,0.0156134702738051,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.2031249999999983,0.0703124999999953,0.2343749999999886,fire if value > threshold,joint_outcome,200,0.05,191,0.2031249999999983,0.07031249999999531,0.2343749999999886,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0527575812554793,0.039947793989775,0.062864879878981,fire if value > threshold,feature,200,0.05,191,0.0516963353280648,0.0389398590426568,0.06039419946821,fire if value > threshold,-0.0010612459274145017
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.1,0.0,0.5,fire if value > threshold,feature,200,0.05,191,0.1,0.0,0.5,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_label_jsd,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_label_prior_shift,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.0541102442252613,0.0,0.1040374752299732,fire if value > threshold,feature,200,0.05,191,0.0541102442252613,0.0,0.1040374752299732,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_pred_jsd,prediction,200,0.05,191,0.0054459705280867,0.0004010531441243,0.0109544378283923,fire if value > threshold,prediction,200,0.05,191,0.0054459705280867,0.0004010531441243,0.0109544378283923,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.03125,0.0078125,0.046875,fire if value > threshold,prediction,200,0.05,191,0.03125,0.0078125,0.046875,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,10,svc_rbf,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.0703788449193086,0.0431858210482107,0.0877930942929964,fire if value > threshold,prediction,200,0.05,191,0.0672951372402281,0.04137719720047,0.0877930942981414,fire if value > threshold,-0.0030837076790804913
gate3c_ood_wed_thu_webattacks,10,svc_rbf,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0097675910958234,0.0026152027098108,0.0145824595646698,fire if value > threshold,joint_outcome,200,0.05,191,0.0097675910958234,0.00261520270981085,0.0145824595646698,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.25,0.109375,0.296875,fire if value > threshold,joint_outcome,200,0.05,191,0.25,0.109375,0.296875,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0577458350024161,0.0423929250694524,0.069815233467826,fire if value > threshold,feature,200,0.05,191,0.0564428609961381,0.04082566149023415,0.0675039550759086,fire if value > threshold,-0.0013029740062779974
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.0833333333333333,0.0,0.5833333333333334,fire if value > threshold,feature,200,0.05,191,0.0833333333333333,0.0,0.5833333333333334,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_label_jsd,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold,label_marginal,200,0.05,191,0.0037248662123676,0.0004888385244522,0.0060667435555779,fire if value > threshold,0.0
gate3c_ood_wed_thu_webattacks,12,qsvc_zz_r1,integrity_label_prior_shift,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold,label_marginal,200,0.05,191,0.0859375,0.03125,0.109375,fire if value > threshold,0.0
